datetime,load,consumer_id
2015-08-12,0.599,mm72425
2015-08-13,0.583,mm72425
2015-08-14,0.597,mm72425
2015-08-15,0.61,mm72425
2015-08-16,2.119,mm72425
2015-08-17,1.995,mm72425
2015-08-18,3.52,mm72425
2015-08-19,1.514,mm72425
2015-08-20,3.53,mm72425
2015-08-21,2.535,mm72425
2015-08-22,1.19,mm72425
2015-08-23,1.065,mm72425
2015-08-24,2.658,mm72425
2015-08-25,2.383,mm72425
2015-08-26,2.44,mm72425
2015-08-27,1.1,mm72425
2015-08-28,0.858,mm72425
2015-08-29,0.867,mm72425
2015-08-30,1.797,mm72425
2015-08-31,2.936,mm72425
2015-09-01,1.859,mm72425
2015-09-02,2.224,mm72425
2015-09-03,2.836,mm72425
2015-09-04,1.118,mm72425
2015-09-05,1.881,mm72425
2015-09-06,5.615,mm72425
2015-09-07,3.468,mm72425
2015-09-08,3.077,mm72425
2015-09-09,2.948,mm72425
2015-09-10,2.581,mm72425
2015-09-11,2.139,mm72425
2015-09-12,3.795,mm72425
2015-09-13,2.835,mm72425
2015-09-14,2.535,mm72425
2015-09-15,2.936,mm72425
2015-09-16,1.945,mm72425
2015-09-17,6.403,mm72425
2015-09-18,5.977,mm72425
2015-09-19,4.45,mm72425
2015-09-20,4.667,mm72425
2015-09-21,2.532,mm72425
2015-09-22,2.822,mm72425
2015-09-23,2.836,mm72425
2015-09-24,2.078,mm72425
2015-09-25,2.996,mm72425
2015-09-26,5.122,mm72425
2015-09-27,6.382,mm72425
2015-09-28,2.412,mm72425
2015-09-29,2.429,mm72425
2015-09-30,3.652,mm72425
2015-10-01,1.546,mm72425
2015-10-02,2.49,mm72425
2015-10-03,4.58,mm72425
2015-10-04,2.972,mm72425
2015-10-05,3.552,mm72425
2015-10-06,2.697,mm72425
2015-10-07,3.666,mm72425
2015-10-08,1.855,mm72425
2015-10-09,3.341,mm72425
2015-10-10,3.88,mm72425
2015-10-11,5.497,mm72425
2015-10-12,2.254,mm72425
2015-10-13,4.191,mm72425
2015-10-14,2.712,mm72425
2015-10-15,4.063,mm72425
2015-10-16,1.909,mm72425
2015-10-17,5.981,mm72425
2015-10-18,5.319,mm72425
2015-10-19,2.46,mm72425
2015-10-20,2.157,mm72425
2015-10-21,1.454,mm72425
2015-10-22,3.523,mm72425
2015-10-23,1.385,mm72425
2015-10-24,1.291,mm72425
2015-10-25,1.31,mm72425
2015-10-26,3.933,mm72425
2015-10-27,1.925,mm72425
2015-10-28,4.341,mm72425
2015-10-29,2.084,mm72425
2015-10-30,1.863,mm72425
2015-10-31,6.938,mm72425
2015-11-01,3.504,mm72425
2015-11-02,2.378,mm72425
2015-11-03,4.098,mm72425
2015-11-04,2.685,mm72425
2015-11-05,2.692,mm72425
2015-11-06,3.42,mm72425
2015-11-07,2.981,mm72425
2015-11-08,5.937,mm72425
2015-11-09,3.238,mm72425
2015-11-10,3.466,mm72425
2015-11-11,4.58,mm72425
2015-11-12,3.526,mm72425
2015-11-13,2.692,mm72425
2015-11-14,6.848,mm72425
2015-11-15,1.518,mm72425
2015-11-16,1.659,mm72425
2015-11-17,5.118,mm72425
2015-11-18,3.08,mm72425
2015-11-19,1.905,mm72425
2015-11-20,2.701,mm72425
2015-11-21,6.368,mm72425
2015-11-22,6.097,mm72425
2015-11-23,3.409,mm72425
2015-11-24,2.344,mm72425
2015-11-25,4.708,mm72425
2015-11-26,2.622,mm72425
2015-11-27,2.191,mm72425
2015-11-28,1.776,mm72425
2015-11-29,1.44,mm72425
2015-11-30,4.467,mm72425
2015-12-01,3.419,mm72425
2015-12-02,3.419,mm72425
2015-12-03,3.369,mm72425
2015-12-04,2.642,mm72425
2015-12-05,7.034,mm72425
2015-12-06,4.059,mm72425
2015-12-07,4.85,mm72425
2015-12-08,2.667,mm72425
2015-12-09,2.474,mm72425
2015-12-10,2.532,mm72425
2015-12-11,3.164,mm72425
2015-12-12,3.77,mm72425
2015-12-13,6.977,mm72425
2015-12-14,3.442,mm72425
2015-12-15,3.837,mm72425
2015-12-16,3.645,mm72425
2015-12-17,5.17,mm72425
2015-12-18,5.466,mm72425
2015-12-19,4.284,mm72425
2015-12-20,5.42,mm72425
2015-12-21,6.034,mm72425
2015-12-22,5.646,mm72425
2015-12-23,5.108,mm72425
2015-12-24,4.864,mm72425
2015-12-25,6.518,mm72425
2015-12-26,2.838,mm72425
2015-12-27,3.775,mm72425
2015-12-28,3.284,mm72425
2015-12-29,2.56,mm72425
2015-12-30,3.193,mm72425
2015-12-31,5.878,mm72425
2016-01-01,5.708,mm72425
2016-01-02,8.698,mm72425
2016-01-03,4.914,mm72425
2016-01-04,3.295,mm72425
2016-01-05,4.627,mm72425
2016-01-06,2.575,mm72425
2016-01-07,2.688,mm72425
2016-01-08,4.548,mm72425
2016-01-09,4.321,mm72425
2016-01-10,4.284,mm72425
2016-01-11,3.6,mm72425
2016-01-12,3.551,mm72425
2016-01-13,2.757,mm72425
2016-01-14,4.194,mm72425
2016-01-15,1.637,mm72425
2016-01-16,0.771,mm72425
2016-01-17,1.252,mm72425
2016-01-18,2.093,mm72425
2016-01-19,1.549,mm72425
2016-01-20,4.804,mm72425
2016-01-21,1.09,mm72425
2016-01-22,0.817,mm72425
2016-01-23,0.713,mm72425
2016-01-24,3.4,mm72425
2016-01-25,2.446,mm72425
2016-01-26,4.101,mm72425
2016-01-27,3.252,mm72425
2016-01-28,3.435,mm72425
2016-01-29,2.247,mm72425
2016-01-30,6.087,mm72425
2016-01-31,7.323,mm72425
2016-02-01,2.078,mm72425
2016-02-02,2.374,mm72425
2016-02-03,3.555,mm72425
2016-02-04,3.517,mm72425
2016-02-05,2.676,mm72425
2016-02-06,4.354,mm72425
2016-02-07,2.16,mm72425
2016-02-08,6.633,mm72425
2016-02-09,1.957,mm72425
2016-02-10,4.209,mm72425
2016-02-11,2.132,mm72425
2016-02-12,1.669,mm72425
2016-02-13,3.925,mm72425
2016-02-14,3.907,mm72425
2016-02-15,2.471,mm72425
2016-02-16,4.598,mm72425
2016-02-17,3.748,mm72425
2016-02-18,2.075,mm72425
2016-02-19,1.315,mm72425
2016-02-20,0.774,mm72425
2016-02-21,3.543,mm72425
2016-02-22,3.876,mm72425
2016-02-23,1.917,mm72425
2016-02-24,3.903,mm72425
2016-02-25,4.201,mm72425
2016-02-26,2.695,mm72425
2016-02-27,2.108,mm72425
2016-02-28,7.576,mm72425
2016-02-29,3.96,mm72425
2016-03-01,3.424,mm72425
2016-03-02,3.548,mm72425
2016-03-03,3.981,mm72425
2016-03-04,2.554,mm72425
2016-03-05,6.522,mm72425
2016-03-06,3.079,mm72425
2016-03-07,4.136,mm72425
2016-03-08,2.769,mm72425
2016-03-09,1.147,mm72425
2016-03-10,2.02,mm72425
2016-03-11,1.335,mm72425
2016-03-12,2.34,mm72425
2016-03-13,3.891,mm72425
2016-03-14,1.771,mm72425
2016-03-15,1.606,mm72425
2016-03-16,4.466,mm72425
2016-03-17,2.914,mm72425
2016-03-18,4.288,mm72425
2016-03-19,3.04,mm72425
2016-03-20,5.123,mm72425
2016-03-21,2.188,mm72425
2016-03-22,3.204,mm72425
2016-03-23,3.997,mm72425
2016-03-24,1.314,mm72425
2016-03-25,3.274,mm72425
2016-03-26,3.207,mm72425
2016-03-27,2.182,mm72425
2016-03-28,6.386,mm72425
2016-03-29,1.916,mm72425
2016-03-30,4.064,mm72425
2016-03-31,2.776,mm72425
2016-04-01,2.065,mm72425
2016-04-02,3.148,mm72425
2016-04-03,4.411,mm72425
2016-04-04,3.18,mm72425
2016-04-05,2.142,mm72425
2016-04-06,1.748,mm72425
