datetime,load,consumer_id
2015-08-12,17.027,mm65924
2015-08-13,13.802,mm65924
2015-08-14,18.439,mm65924
2015-08-15,17.502,mm65924
2015-08-16,21.463,mm65924
2015-08-17,17.331,mm65924
2015-08-18,26.037,mm65924
2015-08-19,14.503,mm65924
2015-08-20,13.77,mm65924
2015-08-21,13.821,mm65924
2015-08-22,13.948,mm65924
2015-08-23,12.201,mm65924
2015-08-24,18.685,mm65924
2015-08-25,25.937,mm65924
2015-08-26,18.256,mm65924
2015-08-27,21.616,mm65924
2015-08-28,19.495,mm65924
2015-08-29,12.96,mm65924
2015-08-30,12.291,mm65924
2015-08-31,14.149,mm65924
2015-09-01,26.394,mm65924
2015-09-02,15.673,mm65924
2015-09-03,15.466,mm65924
2015-09-04,19.935,mm65924
2015-09-05,25.644,mm65924
2015-09-06,18.374,mm65924
2015-09-07,22.103,mm65924
2015-09-08,20.848,mm65924
2015-09-09,17.327,mm65924
2015-09-10,21.414,mm65924
2015-09-11,25.851,mm65924
2015-09-12,12.712,mm65924
2015-09-13,14.737,mm65924
2015-09-14,23.338,mm65924
2015-09-15,23.506,mm65924
2015-09-16,33.281,mm65924
2015-09-17,22.255,mm65924
2015-09-18,20.424,mm65924
2015-09-19,18.524,mm65924
2015-09-20,13.855,mm65924
2015-09-21,12.547,mm65924
2015-09-22,12.302,mm65924
2015-09-23,16.221,mm65924
2015-09-24,21.863,mm65924
2015-09-25,20.924,mm65924
2015-09-26,18.833,mm65924
2015-09-27,25.767,mm65924
2015-09-28,24.09,mm65924
2015-09-29,17.948,mm65924
2015-09-30,24.919,mm65924
2015-10-01,23.419,mm65924
2015-10-02,15.668,mm65924
2015-10-03,12.925,mm65924
2015-10-04,28.726,mm65924
2015-10-05,17.058,mm65924
2015-10-06,13.823,mm65924
2015-10-07,27.511,mm65924
2015-10-08,39.955,mm65924
2015-10-09,18.548,mm65924
2015-10-10,18.826,mm65924
2015-10-11,23.851,mm65924
2015-10-12,23.157,mm65924
2015-10-13,21.278,mm65924
2015-10-14,21.104,mm65924
2015-10-15,22.664,mm65924
2015-10-16,26.689,mm65924
2015-10-17,32.098,mm65924
2015-10-18,22.148,mm65924
2015-10-19,24.946,mm65924
2015-10-20,23.392,mm65924
2015-10-21,25.726,mm65924
2015-10-22,32.26,mm65924
2015-10-23,22.667,mm65924
2015-10-24,31.262,mm65924
2015-10-25,26.591,mm65924
2015-10-26,17.308,mm65924
2015-10-27,22.143,mm65924
2015-10-28,23.707,mm65924
2015-10-29,14.911,mm65924
2015-10-30,19.796,mm65924
2015-10-31,12.945,mm65924
2015-11-01,20.512,mm65924
2015-11-02,20.594,mm65924
2015-11-03,14.765,mm65924
2015-11-04,14.742,mm65924
2015-11-05,21.18,mm65924
2015-11-06,16.18,mm65924
2015-11-07,13.123,mm65924
2015-11-08,18.361,mm65924
2015-11-09,12.722,mm65924
2015-11-10,9.63,mm65924
2015-11-11,9.357,mm65924
2015-11-12,9.53,mm65924
2015-11-13,20.382,mm65924
2015-11-14,23.367,mm65924
2015-11-15,53.233,mm65924
2015-11-16,42.206,mm65924
2015-11-17,30.697,mm65924
2015-11-18,30.31,mm65924
2015-11-19,34.926,mm65924
2015-11-20,33.221,mm65924
2015-11-21,25.794,mm65924
2015-11-22,26.639,mm65924
2015-11-23,14.572,mm65924
2015-11-24,12.262,mm65924
2015-11-25,15.563,mm65924
2015-11-26,33.227,mm65924
2015-11-27,15.937,mm65924
2015-11-28,12.075,mm65924
2015-11-29,27.18,mm65924
2015-11-30,13.702,mm65924
2015-12-01,17.749,mm65924
2015-12-02,11.545,mm65924
2015-12-03,12.268,mm65924
2015-12-04,12.344,mm65924
2015-12-05,20.78,mm65924
2015-12-06,34.993,mm65924
2015-12-07,13.651,mm65924
2015-12-08,16.289,mm65924
2015-12-09,27.71,mm65924
2015-12-10,22.471,mm65924
2015-12-11,22.441,mm65924
2015-12-12,27.389,mm65924
2015-12-13,14.828,mm65924
2015-12-14,24.54,mm65924
2015-12-15,23.379,mm65924
2015-12-16,16.08,mm65924
2015-12-17,14.539,mm65924
2015-12-18,14.2,mm65924
2015-12-19,19.002,mm65924
2015-12-20,24.258,mm65924
2015-12-21,21.352,mm65924
2015-12-22,21.906,mm65924
2015-12-23,17.074,mm65924
2015-12-24,32.455,mm65924
2015-12-25,15.988,mm65924
2015-12-26,9.846,mm65924
2015-12-27,10.158,mm65924
2015-12-28,21.972,mm65924
2015-12-29,14.185,mm65924
2015-12-30,20.634,mm65924
2015-12-31,35.441,mm65924
2016-01-01,22.744,mm65924
2016-01-02,33.249,mm65924
2016-01-03,25.005,mm65924
2016-01-04,18.714,mm65924
2016-01-05,20.51,mm65924
2016-01-06,19.043,mm65924
2016-01-07,25.284,mm65924
2016-01-08,17.381,mm65924
2016-01-09,32.215,mm65924
2016-01-10,37.377,mm65924
2016-01-11,23.227,mm65924
2016-01-12,17.696,mm65924
2016-01-13,16.893,mm65924
2016-01-14,27.868,mm65924
2016-01-15,11.822,mm65924
2016-01-16,24.419,mm65924
2016-01-17,19.65,mm65924
2016-01-18,18.517,mm65924
2016-01-19,11.938,mm65924
2016-01-20,22.08,mm65924
2016-01-21,25.72,mm65924
2016-01-22,11.736,mm65924
2016-01-23,11.429,mm65924
2016-01-24,23.065,mm65924
2016-01-25,12.717,mm65924
2016-01-26,23.123,mm65924
2016-01-27,13.996,mm65924
2016-01-28,13.754,mm65924
2016-01-29,17.846,mm65924
2016-01-30,31.292,mm65924
2016-01-31,32.362,mm65924
2016-02-01,15.294,mm65924
2016-02-02,26.991,mm65924
2016-02-03,17.84,mm65924
2016-02-04,19.016,mm65924
2016-02-05,16.599,mm65924
2016-02-06,25.051,mm65924
2016-02-07,22.59,mm65924
2016-02-08,17.084,mm65924
2016-02-09,20.119,mm65924
2016-02-10,16.432,mm65924
2016-02-11,17.221,mm65924
2016-02-12,17.326,mm65924
2016-02-13,25.121,mm65924
2016-02-14,14.544,mm65924
2016-02-15,13.681,mm65924
2016-02-16,14.553,mm65924
2016-02-17,13.015,mm65924
2016-02-18,11.964,mm65924
2016-02-19,23.103,mm65924
2016-02-20,10.176,mm65924
2016-02-21,30.175,mm65924
2016-02-22,18.152,mm65924
2016-02-23,20.323,mm65924
2016-02-24,15.924,mm65924
2016-02-25,13.496,mm65924
2016-02-26,13.595,mm65924
2016-02-27,24.663,mm65924
2016-02-28,33.698,mm65924
2016-02-29,16.769,mm65924
2016-03-01,21.187,mm65924
2016-03-02,13.323,mm65924
2016-03-03,11.108,mm65924
2016-03-04,14.085,mm65924
2016-03-05,17.721,mm65924
2016-03-06,15.926,mm65924
2016-03-07,13.542,mm65924
2016-03-08,13.301,mm65924
2016-03-09,18.744,mm65924
2016-03-10,16.921,mm65924
2016-03-11,14.925,mm65924
2016-03-12,18.133,mm65924
2016-03-13,20.472,mm65924
2016-03-14,11.326,mm65924
2016-03-15,11.395,mm65924
2016-03-16,9.291,mm65924
2016-03-17,17.324,mm65924
2016-03-18,13.961,mm65924
2016-03-19,13.378,mm65924
2016-03-20,24.365,mm65924
2016-03-21,20.914,mm65924
2016-03-22,11.066,mm65924
2016-03-23,23.935,mm65924
2016-03-24,11.467,mm65924
2016-03-25,15.198,mm65924
2016-03-26,38.835,mm65924
2016-03-27,22.862,mm65924
2016-03-28,25.089,mm65924
2016-03-29,12.742,mm65924
2016-03-30,15.958,mm65924
2016-03-31,11.281,mm65924
2016-04-01,13.726,mm65924
2016-04-02,22.459,mm65924
2016-04-03,22.108,mm65924
2016-04-04,17.146,mm65924
2016-04-05,14.6,mm65924
2016-04-06,16.03,mm65924
2016-04-07,22.321,mm65924
2016-04-08,17.459,mm65924
2016-04-09,27.902,mm65924
2016-04-10,34.727,mm65924
2016-04-11,16.753,mm65924
2016-04-12,16.005,mm65924
2016-04-13,14.248,mm65924
2016-04-14,20.287,mm65924
2016-04-15,17.044,mm65924
2016-04-16,18.442,mm65924
2016-04-17,21.103,mm65924
2016-04-18,17.804,mm65924
2016-04-19,15.215,mm65924
2016-04-20,15.943,mm65924
2016-04-21,17.24,mm65924
2016-04-22,22.053,mm65924
2016-04-23,21.92,mm65924
2016-04-24,25.512,mm65924
2016-04-25,15.446,mm65924
2016-04-26,21.047,mm65924
2016-04-27,12.784,mm65924
2016-04-28,18.746,mm65924
2016-04-29,18.85,mm65924
2016-04-30,22.416,mm65924
2016-05-01,38.533,mm65924
2016-05-02,36.405,mm65924
2016-05-03,22.372,mm65924
2016-05-04,18.196,mm65924
2016-05-05,16.788,mm65924
2016-05-06,18.137,mm65924
2016-05-07,14.366,mm65924
2016-05-08,14.907,mm65924
2016-05-09,16.58,mm65924
2016-05-10,15.56,mm65924
2016-05-11,20.397,mm65924
2016-05-12,20.072,mm65924
2016-05-13,24.054,mm65924
2016-05-14,17.371,mm65924
2016-05-15,29.811,mm65924
2016-05-16,26.604,mm65924
