datetime,load,consumer_id
2016-10-01,10.94,mm144644
2016-10-02,10.7975,mm144644
2016-10-03,112.6025,mm144644
2016-10-04,121.6325,mm144644
2016-10-05,98.4175,mm144644
2016-10-06,67.28,mm144644
2016-10-07,116.28,mm144644
2016-10-08,49.0525,mm144644
2016-10-09,63.855,mm144644
2016-10-10,88.71,mm144644
2016-10-11,63.235,mm144644
2016-10-12,101.2725,mm144644
2016-10-13,92.1875,mm144644
2016-10-14,103.855,mm144644
2016-10-15,112.3775,mm144644
2016-10-16,112.215,mm144644
2016-10-17,111.9925,mm144644
2016-10-18,57.325,mm144644
2016-10-19,114.615,mm144644
2016-10-20,147.5625,mm144644
2016-10-21,77.1975,mm144644
2016-10-22,64.2925,mm144644
2016-10-23,76.605,mm144644
2016-10-24,83.3875,mm144644
2016-10-25,98.2225,mm144644
2016-10-26,117.595,mm144644
2016-10-27,86.4325,mm144644
2016-10-28,91.96,mm144644
2016-10-29,27.575,mm144644
2016-10-30,26.4025,mm144644
2016-10-31,55.2275,mm144644
2016-11-01,23.1825,mm144644
2016-11-02,105.7325,mm144644
2016-11-03,125.44,mm144644
2016-11-04,97.395,mm144644
2016-11-05,113.5925,mm144644
2016-11-06,31.6825,mm144644
2016-11-07,128.2,mm144644
2016-11-08,138.5075,mm144644
2016-11-09,132.5275,mm144644
2016-11-10,119.4125,mm144644
2016-11-11,135.3525,mm144644
2016-11-12,87.97,mm144644
2016-11-13,24.115,mm144644
2016-11-14,129.4775,mm144644
2016-11-15,94.7425,mm144644
2016-11-16,171.625,mm144644
2016-11-17,154.0575,mm144644
2016-11-18,83.75,mm144644
2016-11-19,118.6975,mm144644
2016-11-20,42.785,mm144644
2016-11-21,76.7025,mm144644
2016-11-22,118.195,mm144644
2016-11-23,63.6375,mm144644
2016-11-24,76.7625,mm144644
2016-11-25,80.0425,mm144644
2016-11-26,24.4175,mm144644
2016-11-27,33.7775,mm144644
2016-11-28,115.7825,mm144644
2016-11-29,127.3575,mm144644
2016-11-30,124.645,mm144644
2016-12-01,156.885,mm144644
2016-12-02,93.2825,mm144644
2016-12-03,133.335,mm144644
2016-12-04,72.14,mm144644
2016-12-05,113.8175,mm144644
2016-12-06,168.7725,mm144644
2016-12-07,151.405,mm144644
2016-12-08,139.8125,mm144644
2016-12-09,138.0675,mm144644
2016-12-10,125.305,mm144644
2016-12-11,57.98,mm144644
2016-12-12,107.5225,mm144644
2016-12-13,123.02,mm144644
2016-12-14,143.5175,mm144644
2016-12-15,154.0375,mm144644
2016-12-16,129.0375,mm144644
2016-12-17,98.91,mm144644
2016-12-18,51.105,mm144644
2016-12-19,108.905,mm144644
2016-12-20,145.1,mm144644
2016-12-21,180.0775,mm144644
2016-12-22,196.73,mm144644
2016-12-23,193.885,mm144644
2016-12-24,45.26,mm144644
2016-12-25,46.1,mm144644
2016-12-26,45.545,mm144644
2016-12-27,135.19,mm144644
2016-12-28,136.6075,mm144644
2016-12-29,73.6175,mm144644
2016-12-30,46.0175,mm144644
2016-12-31,50.645,mm144644
2017-01-01,52.29,mm144644
2017-01-02,51.815,mm144644
2017-01-03,158.57,mm144644
2017-01-04,160.955,mm144644
2017-01-05,126.5,mm144644
2017-01-06,130.4775,mm144644
2017-01-07,118.3925,mm144644
2017-01-08,63.2425,mm144644
2017-01-09,138.9125,mm144644
2017-01-10,188.455,mm144644
2017-01-11,168.7375,mm144644
2017-01-12,146.3825,mm144644
2017-01-13,197.485,mm144644
2017-01-14,97.0925,mm144644
2017-01-15,52.19,mm144644
2017-01-16,163.94,mm144644
2017-01-17,173.1225,mm144644
2017-01-18,122.0225,mm144644
2017-01-19,170.1925,mm144644
2017-01-20,137.6025,mm144644
2017-01-21,113.4925,mm144644
2017-01-22,98.7425,mm144644
2017-01-23,145.9875,mm144644
2017-01-24,170.4975,mm144644
2017-01-25,144.175,mm144644
2017-01-26,132.975,mm144644
2017-01-27,128.4775,mm144644
2017-01-28,59.6225,mm144644
2017-01-29,63.61,mm144644
2017-01-30,186.8375,mm144644
2017-01-31,146.7825,mm144644
2017-02-01,153.0325,mm144644
2017-02-02,132.1675,mm144644
2017-02-03,124.48,mm144644
2017-02-04,126.3475,mm144644
2017-02-05,50.0525,mm144644
2017-02-06,157.0975,mm144644
2017-02-07,150.4225,mm144644
2017-02-08,61.1825,mm144644
2017-02-09,142.7525,mm144644
2017-02-10,143.9675,mm144644
2017-02-11,53.015,mm144644
2017-02-12,50.275,mm144644
2017-02-13,127.9775,mm144644
2017-02-14,134.3275,mm144644
2017-02-15,120.155,mm144644
2017-02-16,111.1175,mm144644
2017-02-17,87.43,mm144644
2017-02-18,93.3575,mm144644
2017-02-19,46.605,mm144644
2017-02-20,101.6975,mm144644
2017-02-21,72.48,mm144644
2017-02-22,142.055,mm144644
2017-02-23,93.1025,mm144644
2017-02-24,72.3225,mm144644
2017-02-25,51.89,mm144644
2017-02-26,30.6975,mm144644
2017-02-27,60.0025,mm144644
2017-02-28,102.745,mm144644
2017-03-01,118.3375,mm144644
2017-03-02,76.235,mm144644
2017-03-03,92.205,mm144644
2017-03-04,65.5675,mm144644
2017-03-05,30.2375,mm144644
2017-03-06,100.185,mm144644
2017-03-07,89.9,mm144644
2017-03-08,100.2625,mm144644
2017-03-09,100.33,mm144644
2017-03-10,104.685,mm144644
2017-03-11,45.885,mm144644
2017-03-12,47.1825,mm144644
2017-03-13,86.04,mm144644
2017-03-14,94.84,mm144644
2017-03-15,137.0025,mm144644
