datetime,load,consumer_id
2016-01-28,12.941,mm57710
2016-01-29,20.515,mm57710
2016-01-30,20.628,mm57710
2016-01-31,21.359,mm57710
2016-02-01,20.3,mm57710
2016-02-02,20.43,mm57710
2016-02-03,20.774,mm57710
2016-02-04,20.142,mm57710
2016-02-05,20.282,mm57710
2016-02-06,19.931,mm57710
2016-02-07,20.335,mm57710
2016-02-08,20.349,mm57710
2016-02-09,19.977,mm57710
2016-02-10,19.755,mm57710
2016-02-11,19.645,mm57710
2016-02-12,19.93,mm57710
2016-02-13,19.478,mm57710
2016-02-14,19.882,mm57710
2016-02-15,20.779,mm57710
2016-02-16,20.771,mm57710
2016-02-17,20.239,mm57710
2016-02-18,19.607,mm57710
2016-02-19,19.073,mm57710
2016-02-20,19.369,mm57710
2016-02-21,19.063,mm57710
2016-02-22,18.879,mm57710
2016-02-23,19.246,mm57710
2016-02-24,18.92,mm57710
2016-02-25,18.761,mm57710
2016-02-26,18.391,mm57710
2016-02-27,18.858,mm57710
2016-02-28,18.749,mm57710
2016-02-29,18.997,mm57710
2016-03-01,18.639,mm57710
2016-03-02,18.293,mm57710
2016-03-03,18.584,mm57710
2016-03-04,17.193,mm57710
2016-03-05,18.465,mm57710
2016-03-06,17.894,mm57710
2016-03-07,18.574,mm57710
2016-03-08,18.156,mm57710
2016-03-09,18.315,mm57710
2016-03-10,17.549,mm57710
2016-03-11,18.252,mm57710
2016-03-12,18.176,mm57710
2016-03-13,18.2,mm57710
2016-03-14,17.45,mm57710
2016-03-15,17.085,mm57710
2016-03-16,17.608,mm57710
2016-03-17,16.795,mm57710
2016-03-18,16.807,mm57710
2016-03-19,17.009,mm57710
2016-03-20,16.78,mm57710
2016-03-21,17.072,mm57710
2016-03-22,17.584,mm57710
2016-03-23,16.677,mm57710
2016-03-24,16.547,mm57710
2016-03-25,16.293,mm57710
2016-03-26,16.459,mm57710
2016-03-27,16.561,mm57710
2016-03-28,16.984,mm57710
2016-03-29,16.075,mm57710
2016-03-30,16.226,mm57710
2016-03-31,16.096,mm57710
2016-04-01,16.139,mm57710
2016-04-02,16.096,mm57710
2016-04-03,15.661,mm57710
2016-04-04,15.649,mm57710
2016-04-05,15.755,mm57710
2016-04-06,14.981,mm57710
2016-04-07,15.41,mm57710
2016-04-08,15.924,mm57710
2016-04-09,15.677,mm57710
2016-04-10,15.479,mm57710
2016-04-11,15.037,mm57710
2016-04-12,14.869,mm57710
2016-04-13,14.405,mm57710
2016-04-14,14.935,mm57710
2016-04-15,14.782,mm57710
2016-04-16,14.744,mm57710
2016-04-17,14.651,mm57710
2016-04-18,14.522,mm57710
2016-04-19,15.143,mm57710
2016-04-20,14.383,mm57710
2016-04-21,14.225,mm57710
2016-04-22,14.288,mm57710
2016-04-23,14.277,mm57710
2016-04-24,14.575,mm57710
2016-04-25,13.96,mm57710
2016-04-26,13.599,mm57710
2016-04-27,12.216,mm57710
2016-04-28,12.913,mm57710
2016-04-29,13.908,mm57710
2016-04-30,13.417,mm57710
2016-05-01,14.673,mm57710
2016-05-02,14.123,mm57710
2016-05-03,13.502,mm57710
2016-05-04,14.225,mm57710
2016-05-05,13.57,mm57710
2016-05-06,13.007,mm57710
2016-05-07,13.641,mm57710
2016-05-08,12.787,mm57710
2016-05-09,12.744,mm57710
2016-05-10,12.823,mm57710
2016-05-11,13.233,mm57710
2016-05-12,12.76,mm57710
2016-05-13,13.289,mm57710
2016-05-14,13.206,mm57710
2016-05-15,13.216,mm57710
2016-05-16,13.119,mm57710
2016-05-17,12.895,mm57710
2016-05-18,12.961,mm57710
2016-05-19,13.59,mm57710
2016-05-20,12.579,mm57710
2016-05-21,12.054,mm57710
2016-05-22,12.421,mm57710
2016-05-23,12.919,mm57710
2016-05-24,11.5,mm57710
2016-05-25,11.626,mm57710
2016-05-26,10.653,mm57710
2016-05-27,11.489,mm57710
2016-05-28,11.245,mm57710
2016-05-29,10.594,mm57710
2016-05-30,10.022,mm57710
2016-05-31,10.38,mm57710
2016-06-01,10.727,mm57710
2016-06-02,10.533,mm57710
2016-06-03,11.074,mm57710
2016-06-04,10.367,mm57710
2016-06-05,10.466,mm57710
2016-06-06,11.042,mm57710
2016-06-07,11.033,mm57710
2016-06-08,11.121,mm57710
2016-06-09,10.929,mm57710
2016-06-10,10.336,mm57710
2016-06-11,10.51,mm57710
2016-06-12,11.206,mm57710
2016-06-13,11.019,mm57710
2016-06-14,10.986,mm57710
2016-06-15,10.304,mm57710
2016-06-16,10.781,mm57710
2016-06-17,10.886,mm57710
2016-06-18,10.781,mm57710
2016-06-19,10.81,mm57710
2016-06-20,10.214,mm57710
2016-06-21,10.868,mm57710
2016-06-22,10.552,mm57710
2016-06-23,11.587,mm57710
2016-06-24,12.255,mm57710
2016-06-25,12.362,mm57710
2016-06-26,11.438,mm57710
2016-06-27,10.697,mm57710
2016-06-28,10.942,mm57710
2016-06-29,10.587,mm57710
2016-06-30,10.116,mm57710
2016-07-01,11.042,mm57710
2016-07-02,11.65,mm57710
2016-07-03,12.128,mm57710
2016-07-04,11.428,mm57710
2016-07-05,11.215,mm57710
2016-07-06,11.388,mm57710
2016-07-07,11.321,mm57710
2016-07-08,12.218,mm57710
2016-07-09,11.36,mm57710
2016-07-10,11.652,mm57710
2016-07-11,11.633,mm57710
2016-07-12,11.724,mm57710
2016-07-13,11.712,mm57710
2016-07-14,11.79,mm57710
2016-07-15,11.39,mm57710
2016-07-16,11.92,mm57710
2016-07-17,11.668,mm57710
2016-07-18,11.444,mm57710
2016-07-19,11.722,mm57710
2016-07-20,11.703,mm57710
2016-07-21,12.229,mm57710
2016-07-22,12.579,mm57710
2016-07-23,12.703,mm57710
2016-07-24,12.819,mm57710
2016-07-25,12.832,mm57710
2016-07-26,12.97,mm57710
2016-07-27,12.928,mm57710
2016-07-28,12.755,mm57710
2016-07-29,12.849,mm57710
2016-07-30,12.884,mm57710
2016-07-31,12.828,mm57710
2016-08-01,12.722,mm57710
2016-08-02,13.025,mm57710
2016-08-03,12.742,mm57710
2016-08-04,12.456,mm57710
2016-08-05,13.299,mm57710
2016-08-06,12.798,mm57710
2016-08-07,13.069,mm57710
2016-08-08,14.259,mm57710
2016-08-09,15.027,mm57710
2016-08-10,15.563,mm57710
2016-08-11,14.867,mm57710
2016-08-12,15.211,mm57710
2016-08-13,14.67,mm57710
2016-08-14,14.57,mm57710
2016-08-15,15.805,mm57710
2016-08-16,15.406,mm57710
2016-08-17,15.324,mm57710
2016-08-18,15.3,mm57710
2016-08-19,15.529,mm57710
2016-08-20,15.913,mm57710
2016-08-21,16.453,mm57710
2016-08-22,15.69,mm57710
2016-08-23,16.028,mm57710
2016-08-24,16.016,mm57710
2016-08-25,16.048,mm57710
2016-08-26,15.906,mm57710
2016-08-27,16.06,mm57710
2016-08-28,16.201,mm57710
2016-08-29,16.794,mm57710
2016-08-30,15.978,mm57710
2016-08-31,16.345,mm57710
2016-09-01,15.99,mm57710
2016-09-02,16.0,mm57710
2016-09-03,16.374,mm57710
2016-09-04,16.525,mm57710
2016-09-05,16.914,mm57710
2016-09-06,17.215,mm57710
2016-09-07,17.666,mm57710
2016-09-08,16.41,mm57710
2016-09-09,16.98,mm57710
2016-09-10,17.562,mm57710
2016-09-11,17.006,mm57710
2016-09-12,17.458,mm57710
2016-09-13,17.282,mm57710
2016-09-14,17.624,mm57710
2016-09-15,17.554,mm57710
2016-09-16,18.013,mm57710
2016-09-17,16.861,mm57710
2016-09-18,17.787,mm57710
2016-09-19,18.655,mm57710
2016-09-20,17.464,mm57710
2016-09-21,16.303,mm57710
2016-09-22,17.28,mm57710
2016-09-23,18.502,mm57710
2016-09-24,18.3,mm57710
2016-09-25,18.19,mm57710
2016-09-26,18.14,mm57710
2016-09-27,18.267,mm57710
2016-09-28,18.436,mm57710
2016-09-29,18.491,mm57710
2016-09-30,18.777,mm57710
2016-10-01,18.754,mm57710
2016-10-02,19.165,mm57710
2016-10-03,19.518,mm57710
2016-10-04,19.194,mm57710
2016-10-05,18.913,mm57710
2016-10-06,19.173,mm57710
2016-10-07,19.387,mm57710
2016-10-08,19.84,mm57710
2016-10-09,18.916,mm57710
2016-10-10,20.082,mm57710
2016-10-11,20.377,mm57710
2016-10-12,20.066,mm57710
2016-10-13,19.466,mm57710
2016-10-14,20.284,mm57710
2016-10-15,20.378,mm57710
2016-10-16,20.074,mm57710
2016-10-17,20.867,mm57710
2016-10-18,20.392,mm57710
2016-10-19,20.936,mm57710
2016-10-20,21.193,mm57710
2016-10-21,20.639,mm57710
2016-10-22,20.668,mm57710
2016-10-23,20.856,mm57710
2016-10-24,20.889,mm57710
2016-10-25,20.681,mm57710
2016-10-26,21.207,mm57710
2016-10-27,20.07,mm57710
2016-10-28,20.206,mm57710
2016-10-29,20.755,mm57710
2016-10-30,21.164,mm57710
2016-10-31,20.829,mm57710
2016-11-01,20.421,mm57710
2016-11-02,20.708,mm57710
2016-11-03,21.478,mm57710
2016-11-04,21.503,mm57710
2016-11-05,20.845,mm57710
2016-11-06,21.187,mm57710
2016-11-07,21.143,mm57710
2016-11-08,22.057,mm57710
2016-11-09,21.434,mm57710
2016-11-10,21.429,mm57710
2016-11-11,22.334,mm57710
2016-11-12,20.799,mm57710
2016-11-13,21.385,mm57710
2016-11-14,21.81,mm57710
2016-11-15,20.791,mm57710
2016-11-16,21.764,mm57710
2016-11-17,21.59,mm57710
2016-11-18,21.443,mm57710
2016-11-19,22.282,mm57710
2016-11-20,22.025,mm57710
2016-11-21,22.198,mm57710
2016-11-22,22.277,mm57710
2016-11-23,21.584,mm57710
2016-11-24,21.913,mm57710
2016-11-25,22.874,mm57710
2016-11-26,23.179,mm57710
2016-11-27,22.127,mm57710
2016-11-28,21.852,mm57710
2016-11-29,22.005,mm57710
2016-11-30,22.221,mm57710
2016-12-01,21.979,mm57710
2016-12-02,22.233,mm57710
2016-12-03,22.646,mm57710
2016-12-04,22.583,mm57710
2016-12-05,22.427,mm57710
2016-12-06,21.895,mm57710
2016-12-07,21.683,mm57710
2016-12-08,22.063,mm57710
2016-12-09,21.712,mm57710
2016-12-10,22.438,mm57710
2016-12-11,22.364,mm57710
2016-12-12,22.11,mm57710
2016-12-13,22.018,mm57710
2016-12-14,22.381,mm57710
2016-12-15,23.14,mm57710
2016-12-16,22.258,mm57710
2016-12-17,21.688,mm57710
2016-12-18,22.596,mm57710
2016-12-19,22.382,mm57710
2016-12-20,22.492,mm57710
2016-12-21,23.105,mm57710
2016-12-22,23.39,mm57710
2016-12-23,22.057,mm57710
2016-12-24,22.208,mm57710
2016-12-25,22.353,mm57710
2016-12-26,21.402,mm57710
2016-12-27,21.808,mm57710
2016-12-28,22.12,mm57710
2016-12-29,21.858,mm57710
2016-12-30,21.715,mm57710
2016-12-31,21.712,mm57710
2017-01-01,21.663,mm57710
2017-01-02,22.192,mm57710
2017-01-03,21.367,mm57710
2017-01-04,21.949,mm57710
2017-01-05,21.401,mm57710
2017-01-06,21.597,mm57710
2017-01-07,21.367,mm57710
2017-01-08,22.147,mm57710
2017-01-09,21.72,mm57710
2017-01-10,21.477,mm57710
2017-01-11,21.187,mm57710
2017-01-12,22.024,mm57710
2017-01-13,21.895,mm57710
2017-01-14,21.818,mm57710
2017-01-15,21.944,mm57710
2017-01-16,21.007,mm57710
2017-01-17,21.115,mm57710
2017-01-18,20.71,mm57710
2017-01-19,19.983,mm57710
2017-01-20,20.683,mm57710
2017-01-21,20.669,mm57710
2017-01-22,20.95,mm57710
2017-01-23,20.959,mm57710
2017-01-24,21.072,mm57710
2017-01-25,21.105,mm57710
2017-01-26,20.916,mm57710
2017-01-27,20.612,mm57710
2017-01-28,20.709,mm57710
2017-01-29,20.749,mm57710
2017-01-30,20.541,mm57710
2017-01-31,20.443,mm57710
2017-02-01,20.598,mm57710
2017-02-02,20.506,mm57710
2017-02-03,20.648,mm57710
2017-02-04,20.888,mm57710
2017-02-05,20.51,mm57710
2017-02-06,21.89,mm57710
2017-02-07,20.457,mm57710
2017-02-08,20.526,mm57710
2017-02-09,20.947,mm57710
2017-02-10,20.666,mm57710
2017-02-11,20.254,mm57710
2017-02-12,20.681,mm57710
2017-02-13,20.434,mm57710
2017-02-14,19.451,mm57710
2017-02-15,19.478,mm57710
2017-02-16,19.396,mm57710
2017-02-17,20.103,mm57710
2017-02-18,20.512,mm57710
2017-02-19,19.286,mm57710
2017-02-20,19.148,mm57710
2017-02-21,19.188,mm57710
2017-02-22,19.05,mm57710
2017-02-23,19.453,mm57710
2017-02-24,19.958,mm57710
2017-02-25,19.395,mm57710
2017-02-26,18.987,mm57710
2017-02-27,19.014,mm57710
2017-02-28,19.275,mm57710
2017-03-01,19.528,mm57710
2017-03-02,18.76,mm57710
2017-03-03,18.85,mm57710
2017-03-04,18.787,mm57710
2017-03-05,18.871,mm57710
2017-03-06,18.791,mm57710
2017-03-07,18.907,mm57710
2017-03-08,18.104,mm57710
2017-03-09,18.189,mm57710
2017-03-10,18.001,mm57710
2017-03-11,17.81,mm57710
2017-03-12,17.602,mm57710
2017-03-13,17.385,mm57710
2017-03-14,17.473,mm57710
2017-03-15,17.498,mm57710
2017-03-16,17.56,mm57710
2017-03-17,17.495,mm57710
2017-03-18,17.811,mm57710
2017-03-19,17.885,mm57710
2017-03-20,17.448,mm57710
2017-03-21,17.427,mm57710
2017-03-22,16.918,mm57710
2017-03-23,17.433,mm57710
2017-03-24,17.112,mm57710
2017-03-25,17.093,mm57710
2017-03-26,16.884,mm57710
2017-03-27,16.434,mm57710
2017-03-28,16.615,mm57710
2017-03-29,16.628,mm57710
2017-03-30,16.331,mm57710
2017-03-31,16.179,mm57710
2017-04-01,16.348,mm57710
2017-04-02,16.671,mm57710
2017-04-03,16.133,mm57710
2017-04-04,16.191,mm57710
2017-04-05,15.577,mm57710
2017-04-06,15.614,mm57710
2017-04-07,15.753,mm57710
2017-04-08,15.616,mm57710
2017-04-09,15.394,mm57710
2017-04-10,15.323,mm57710
2017-04-11,15.78,mm57710
2017-04-12,15.362,mm57710
2017-04-13,15.523,mm57710
2017-04-14,15.149,mm57710
2017-04-15,15.99,mm57710
2017-04-16,15.755,mm57710
2017-04-17,15.011,mm57710
2017-04-18,16.198,mm57710
2017-04-19,14.807,mm57710
2017-04-20,14.497,mm57710
2017-04-21,14.36,mm57710
2017-04-22,14.352,mm57710
2017-04-23,15.327,mm57710
2017-04-24,14.474,mm57710
2017-04-25,14.407,mm57710
2017-04-26,14.192,mm57710
2017-04-27,14.704,mm57710
2017-04-28,14.595,mm57710
2017-04-29,14.1,mm57710
2017-04-30,13.955,mm57710
2017-05-01,13.992,mm57710
2017-05-02,13.812,mm57710
2017-05-03,13.934,mm57710
2017-05-04,13.769,mm57710
2017-05-05,13.927,mm57710
2017-05-06,14.078,mm57710
2017-05-07,13.684,mm57710
2017-05-08,13.707,mm57710
2017-05-09,13.734,mm57710
2017-05-10,13.465,mm57710
2017-05-11,13.733,mm57710
2017-05-12,13.666,mm57710
2017-05-13,13.544,mm57710
2017-05-14,13.88,mm57710
2017-05-15,13.754,mm57710
2017-05-16,13.897,mm57710
2017-05-17,13.604,mm57710
2017-05-18,13.755,mm57710
2017-05-19,13.596,mm57710
2017-05-20,14.13,mm57710
2017-05-21,13.338,mm57710
2017-05-22,12.993,mm57710
2017-05-23,13.067,mm57710
2017-05-24,13.449,mm57710
2017-05-25,13.249,mm57710
2017-05-26,13.352,mm57710
2017-05-27,13.367,mm57710
2017-05-28,13.318,mm57710
